contrast,model,arm,left_arm,right_arm,n_authors,auc_left,auc_right,auc_difference,tpr_left,tpr_right,tpr_difference,auc_difference_ci_low,auc_difference_ci_high,tpr_difference_ci_low,tpr_difference_ci_high,tpr_gap_left,tpr_gap_right,tpr_gap_difference,tpr_gap_difference_ci_low,tpr_gap_difference_ci_high,auc_gap_left,auc_gap_right,auc_gap_difference,auc_gap_difference_ci_low,auc_gap_difference_ci_high
late_minus_prefix,flash,old,old,old,20,0.9524123711340207,0.9689948453608247,0.016582474226804034,0.755,0.8825,0.12749999999999995,0.004946435976376008,0.0375865517074703,0.007437500000000063,0.20000000000000007,,,,,,,,,,
late_minus_prefix,flash,c2,c2,c2,20,0.9590927835051546,0.9690876288659794,0.009994845360824844,0.815,0.8775,0.0625,0.0026384111671155083,0.02332790811787802,-6.249999999988853e-05,0.1325,,,,,,,,,,
late_minus_prefix,flash,c1_pooled,c1_pooled,c1_pooled,20,0.9524123711340207,0.9689948453608247,0.016582474226804034,0.755,0.8825,0.12749999999999995,0.0050934991541492424,0.03844974472990777,0.015000000000000013,0.20750000000000002,,,,,,,,,,
gap_c2_minus_gap_c1_pooled,flash,,c2,c1_pooled,20,,,,,,,,,,,0.0625,0.12749999999999995,-0.06499999999999995,-0.13749999999999996,0.02749999999999997,0.009994845360824844,0.016582474226804034,-0.006587628865979189,-0.01967867841799745,0.0012832282137433264
late_minus_prefix,pro,old,old,old,20,0.9308865979381443,0.9664845360824742,0.03559793814432988,0.715,0.875,0.16000000000000003,0.015265935098750062,0.06318774440975553,0.03499999999999992,0.30500000000000005,,,,,,,,,,
late_minus_prefix,pro,c2,c2,c2,20,0.8417216494845361,0.8611443298969073,0.019422680412371163,0.37,0.475,0.10499999999999998,0.002722790739845253,0.03842873553209732,-0.0050000000000000044,0.15000000000000002,,,,,,,,,,
late_minus_prefix,pro,c1_pooled,c1_pooled,c1_pooled,20,0.9308865979381443,0.9664845360824742,0.03559793814432988,0.715,0.875,0.16000000000000003,0.014093923950654494,0.06535937986305625,0.03499999999999992,0.31499999999999995,,,,,,,,,,
gap_c2_minus_gap_c1_pooled,pro,,c2,c1_pooled,20,,,,,,,,,,,0.10499999999999998,0.16000000000000003,-0.05500000000000005,-0.30499999999999994,0.0951249999999994,0.019422680412371163,0.03559793814432988,-0.016175257731958714,-0.05169646928011081,0.012358354532119196
