phase,model,reference,dwell_scale,contrast,chunk_size,feature,n_observations,mean_g,uncertainty_method,cluster_unit,se_mean_g,mean_g_ci_low,mean_g_ci_high,phi_ci_low,phi_ci_high,g_q025,g_q975,degrees_of_freedom,phi,rho_at_n,implied_delta_at_n,mean_raw_delta,mean_excess_delta,excess_delta_cv,excess_delta_skew,raw_delta_gamma_shape,raw_delta_gamma_scale,raw_delta_gamma_ks_d
sweep,two_state_hsmm,estimated,0.25,1.25,4000,f3,250,86.93977012854134,monte_carlo_standard_error,independent_simulation_replicate,0.9459700802028124,85.08566877134383,88.79387148573885,0.9453963196815981,0.986598572063765,63.724297860589466,118.94607888573573,90,0.9659974458726815,-8.500638531829613e-06,-0.0003825287339323324,0.010870188813270985,-0.0003825287339323332,nan,0.5407295918354588,,,
sweep,two_state_hsmm,estimated,0.25,1.5,1000,f1,250,14.43127033346637,monte_carlo_standard_error,independent_simulation_replicate,0.6454316053027225,13.166224387073035,15.696316279859706,1.4629138207858927,1.744035142206634,3.719518545034719,43.1575176541903,9,1.6034744814962634,0.0006034744814962633,0.002715635166733185,0.007215635166733186,0.0027156351667331864,1.8789655285974094,2.634629545087891,,,
sweep,two_state_hsmm,estimated,0.25,1.5,1000,f3,250,67.61573065659023,monte_carlo_standard_error,independent_simulation_replicate,0.9368987659897425,65.77940907525033,69.45205223793013,0.730882323058337,0.7716894693103348,43.1152869920183,101.71234926630218,90,0.7512858961843359,-0.00024871410381566405,-0.011192134671704886,0.033841707035330446,-0.01119213467170489,nan,0.8483388330683904,,,
sweep,two_state_hsmm,estimated,0.25,1.5,2000,f1,250,14.941489421008809,monte_carlo_standard_error,independent_simulation_replicate,0.6133537565482987,13.739316058174143,16.143662783843475,1.5265906731304604,1.7937403093159416,4.142392777638062,41.637710430546754,9,1.660165491223201,0.00033008274561160044,0.0014853723552522022,0.0037353723552522025,0.0014853723552522026,1.632246348242857,2.097038889825912,,,
sweep,two_state_hsmm,estimated,0.25,1.5,2000,f3,250,76.94867090728845,monte_carlo_standard_error,independent_simulation_replicate,1.0013544441656628,74.98601619672375,78.91132561785314,0.833177957741375,0.8767925068650348,51.505376131103,109.05223843839954,90,0.854985232303205,-7.25073838483975e-05,-0.0032628322731778885,0.0192467911223833,-0.003262832273177891,nan,0.5535141031403468,,,
sweep,two_state_hsmm,estimated,0.25,1.5,4000,f1,250,14.314381277664914,monte_carlo_standard_error,independent_simulation_replicate,0.5697774933297399,13.197617390738625,15.431145164591204,1.4664019323042916,1.7145716849545782,3.9060793273675936,36.96219562470346,9,1.5904868086294348,0.0001476217021573587,0.0006642976597081143,0.0017892976597081143,0.0006642976597081143,1.695206407184116,1.6959591362168687,,,
sweep,two_state_hsmm,estimated,0.25,1.5,4000,f3,250,86.701103537861,monte_carlo_standard_error,independent_simulation_replicate,1.045692764892729,84.65154571867126,88.75066135705075,0.9405727302074585,0.9861184595227861,57.873225475291356,123.52385038445293,90,0.9633455948651223,-9.16360128371943e-06,-0.00041236205776737475,0.010840348029239933,-0.0004123620577673758,nan,0.40036098425474803,,,
sweep,two_state_hsmm,estimated,0.25,2.0,1000,f1,250,14.893962100593118,monte_carlo_standard_error,independent_simulation_replicate,0.6932476417048856,13.535196722851541,16.252727478334695,1.5039107469835047,1.805858608703855,4.39272826962054,39.877322711494806,9,1.6548846778436799,0.0006548846778436798,0.002946981050296559,0.007446981050296559,0.0029469810502965586,1.859735007548797,4.649307479973279,,,
sweep,two_state_hsmm,estimated,0.25,2.0,1000,f3,250,70.23652030847077,monte_carlo_standard_error,independent_simulation_replicate,1.0058454457483175,68.26506323480407,72.20797738213747,0.7585007026089342,0.8023108598015275,44.13877094029311,101.92502876231134,90,0.7804057812052309,-0.00021959421879476915,-0.009881739845764613,0.03515341356780319,-0.009881739845764613,nan,1.7291321975005396,,,
sweep,two_state_hsmm,estimated,0.25,2.0,2000,f1,250,15.571569353265348,monte_carlo_standard_error,independent_simulation_replicate,0.7041254878675304,14.191483397044989,16.95165530948571,1.5768314885605543,1.8835172566095233,4.234750068081183,45.59224518132211,9,1.7301743725850387,0.00036508718629251933,0.001642892338316337,0.0038928923383163374,0.0016428923383163374,1.694146542889528,2.272688234670346,,,
sweep,two_state_hsmm,estimated,0.25,2.0,2000,f3,250,80.1057431763654,monte_carlo_standard_error,independent_simulation_replicate,1.081452508320102,77.98609626005799,82.2253900926728,0.8665121806673111,0.9136154454741422,53.278910228064895,121.13291002280394,90,0.8900638130707266,-5.496809346463671e-05,-0.0024735642059086514,0.020036454021101897,-0.0024735642059086544,nan,1.1118822226306706,,,
sweep,two_state_hsmm,estimated,0.25,2.0,4000,f1,250,16.331932428106676,monte_carlo_standard_error,independent_simulation_replicate,0.7724679663946086,14.817895213973243,17.845969642240107,1.6464328015525824,1.9828855158044563,4.752933378117682,49.05286615922691,9,1.8146591586785195,0.00020366478966962986,0.0009164915535133344,0.0020414915535133344,0.0009164915535133343,1.6658351787048333,2.7059247188933044,,,
sweep,two_state_hsmm,estimated,0.25,2.0,4000,f3,250,90.69114351153216,monte_carlo_standard_error,independent_simulation_replicate,1.1900904684590057,88.35856619335252,93.0237208297118,0.9817618465928057,1.033596898107909,59.64570297393063,136.3631342856977,90,1.0076793723503574,1.919843087589357e-06,8.639293894152011e-05,0.011339227745877992,8.639293894152091e-05,27.225868717513656,0.7255848078379253,,,
sweep,two_state_hsmm,estimated,0.5,0.0,1000,f1,250,10.855619327802692,monte_carlo_standard_error,independent_simulation_replicate,0.3448474864400621,10.179718254380171,11.531520401225213,1.1310798060422413,1.2812800445805792,2.8275377570221205,23.987997229291235,9,1.2061799253114103,0.00020617992531141028,0.0009278096639013463,0.005427809663901346,0.0009278096639013463,2.938381504750578,1.014099476926183,,,
sweep,two_state_hsmm,estimated,0.5,0.0,1000,f3,250,57.88310244238425,monte_carlo_standard_error,independent_simulation_replicate,0.7667324105092782,56.380306917786065,59.385897966982434,0.6264478546420674,0.6598433107442493,37.83905406366801,84.27338583571589,90,0.6431455826931584,-0.0003568544173068416,-0.016058448778807875,0.028970521742935063,-0.016058448778807875,nan,0.29887326106962325,,,
sweep,two_state_hsmm,estimated,0.5,0.0,2000,f1,250,10.571413720304637,monte_carlo_standard_error,independent_simulation_replicate,0.3087150724893118,9.966332178225587,11.176495262383687,1.1073702420250653,1.2418328069315208,3.7550926444879122,22.759488995882283,9,1.174601524478293,8.730076223914651e-05,0.00039285343007615923,0.0026428534300761597,0.0003928534300761593,3.106256374358741,0.8620894532959568,,,
sweep,two_state_hsmm,estimated,0.5,0.0,2000,f3,250,66.65275275749654,monte_carlo_standard_error,independent_simulation_replicate,0.7969856248240099,65.09066093284149,68.2148445821516,0.723229565920461,0.7579427175794622,43.258712799259285,89.93239981321862,90,0.7405861417499616,-0.00012970692912501919,-0.005836811810625864,0.016671523951349812,-0.00583681181062586,nan,0.1385097146199518,,,
sweep,two_state_hsmm,estimated,0.5,0.0,4000,f1,250,11.26414035987339,monte_carlo_standard_error,independent_simulation_replicate,0.33793376291880656,10.601790184552529,11.92649053519425,1.1779766871725033,1.3251656150215831,3.804574421649568,24.33077049252014,9,1.2515711510970433,6.289278777426083e-05,0.00028301754498417367,0.0014080175449841734,0.0002830175449841734,2.359925223793411,0.9224699020300283,,,
sweep,two_state_hsmm,estimated,0.5,0.0,4000,f3,250,80.2222371449787,monte_carlo_standard_error,independent_simulation_replicate,0.8809136406303827,78.49564640934315,81.94882788061426,0.8721738489927017,0.9105425320068251,54.99473476409075,110.9839273496787,90,0.8913581904997634,-2.7160452375059153e-05,-0.0012222203568776617,0.01003028721492607,-0.0012222203568776604,nan,0.3356421457559602,,,
sweep,two_state_hsmm,estimated,0.5,0.25,1000,f1,250,10.448216069497489,monte_carlo_standard_error,independent_simulation_replicate,0.3638436510133368,9.73508251351135,11.161349625483629,1.0816758348345943,1.2401499583870699,2.826965691727537,24.645356365409093,9,1.1609128966108322,0.0001609128966108322,0.0007241080347487446,0.005224108034748744,0.0007241080347487446,3.972386005193302,1.452847877056466,,,
sweep,two_state_hsmm,estimated,0.5,0.25,1000,f3,250,58.77723119732222,monte_carlo_standard_error,independent_simulation_replicate,0.7679961215970953,57.27195879899192,60.28250359565253,0.6363550977665768,0.6698055955072503,37.153559779222086,84.2262385212898,90,0.6530803466369136,-0.0003469196533630864,-0.015611384401338888,0.0294180336322934,-0.015611384401338892,nan,0.4853652697916498,,,
sweep,two_state_hsmm,estimated,0.5,0.25,2000,f1,250,12.020602569925655,monte_carlo_standard_error,independent_simulation_replicate,0.42849774545524294,11.180746988833379,12.860458151017932,1.2423052209814864,1.428939794557548,3.194531128097572,27.960118639733714,9,1.3356225077695172,0.0001678112538847586,0.0007551506424814139,0.0030051506424814134,0.0007551506424814136,2.2429777114289196,1.4444249879328588,,,
sweep,two_state_hsmm,estimated,0.5,0.25,2000,f3,250,68.39507629492282,monte_carlo_standard_error,independent_simulation_replicate,0.831196060119343,66.7659320170889,70.02422057275673,0.7418436890787655,0.7780468952528525,47.00103412089289,95.87706199204791,90,0.7599452921658091,-0.00012002735391709545,-0.0054012309262692956,0.017107322735098254,-0.005401230926269294,nan,0.5441398144367169,,,
sweep,two_state_hsmm,estimated,0.5,0.25,4000,f1,250,12.550783009962778,monte_carlo_standard_error,independent_simulation_replicate,0.4110677223215562,11.745090274212528,13.356475745713029,1.3050100304680585,1.484052860634781,4.252696733408308,29.173129397891856,9,1.3945314455514197,9.863286138785493e-05,0.00044384787624534726,0.0015688478762453475,0.0004438478762453475,1.8304558057567444,1.1497856184173056,,,
sweep,two_state_hsmm,estimated,0.5,0.25,4000,f3,250,80.58297551587076,monte_carlo_standard_error,independent_simulation_replicate,0.8884985019029163,78.84151845214105,82.32443257960047,0.8760168716904561,0.9147159175511164,57.5987827088544,109.95788220728572,90,0.8953663946207862,-2.615840134480346e-05,-0.0011771280605161554,0.010075390787180638,-0.0011771280605161552,nan,0.4752140683121694,,,
sweep,two_state_hsmm,estimated,0.5,0.5,1000,f1,250,14.058384063627337,monte_carlo_standard_error,independent_simulation_replicate,0.5667807380984891,12.947493816954298,15.169274310300375,1.4386104241060331,1.6854749233667083,3.6546317512393576,40.14671671304102,9,1.5620426737363706,0.0005620426737363706,0.0025291920318136684,0.007029192031813668,0.0025291920318136676,1.771631062171006,3.0646726535677584,,,
sweep,two_state_hsmm,estimated,0.5,0.5,1000,f3,250,63.91180224008813,monte_carlo_standard_error,independent_simulation_replicate,0.8310233263628368,62.282996520416965,65.54060795975928,0.6920332946712996,0.7282289773306587,43.82949509331842,97.84109720599903,90,0.7101311360009792,-0.0002898688639990208,-0.013044098879955935,0.03198788900905312,-0.013044098879955937,nan,0.8791167625759396,,,
sweep,two_state_hsmm,estimated,0.5,0.5,2000,f1,250,14.428079009184486,monte_carlo_standard_error,independent_simulation_replicate,0.5725124404484093,13.305954625905605,15.550203392463368,1.4784394028784005,1.7278003769403742,4.12919173974325,39.38262184500151,9,1.6031198899093875,0.0003015599449546937,0.0013570197522961216,0.0036070197522961216,0.0013570197522961218,1.6676648382744201,1.6954854320652302,,,
sweep,two_state_hsmm,estimated,0.5,0.5,2000,f3,250,72.38667359403122,monte_carlo_standard_error,independent_simulation_replicate,0.9425331173860219,70.53930868395462,74.23403850410783,0.7837700964883846,0.8248226500456426,48.627547141810474,106.74470674867194,90,0.8042963732670135,-9.785181336649324e-05,-0.0044033316014921945,0.018105721259137376,-0.004403331601492191,nan,0.6714608703439706,,,
sweep,two_state_hsmm,estimated,0.5,0.5,4000,f1,250,14.192861510094984,monte_carlo_standard_error,independent_simulation_replicate,0.5396064387386849,13.135232890167162,15.250490130022806,1.4594703211296847,1.6944989033358673,3.499683769697658,33.997574702814575,9,1.576984612232776,0.000144246153058194,0.000649107688761873,0.001774107688761873,0.0006491076887618732,1.6430106822501682,2.496152208529153,,,
sweep,two_state_hsmm,estimated,0.5,0.5,4000,f3,250,82.53544642120163,monte_carlo_standard_error,independent_simulation_replicate,0.9676707999119523,80.6388116533742,84.43208118902905,0.8959867961486023,0.9381342354336561,58.93525682708508,113.7213267855683,90,0.9170605157911292,-2.073487105221769e-05,-0.0009330691973497967,0.010319510680320287,-0.0009330691973497947,nan,0.8727573570362585,,,
sweep,two_state_hsmm,estimated,0.5,0.75,1000,f1,250,14.911172489413865,monte_carlo_standard_error,independent_simulation_replicate,0.7364836796380384,13.467664477323309,16.35468050150442,1.4964071641470342,1.8171867223893798,3.7098173834061163,46.101577330046155,9,1.6567969432682073,0.0006567969432682072,0.0029555862447069323,0.007455586244706931,0.0029555862447069323,1.9699694869070792,3.0804483756148335,,,
sweep,two_state_hsmm,estimated,0.5,0.75,1000,f3,250,64.32443843959787,monte_carlo_standard_error,independent_simulation_replicate,0.9415135780418777,62.47907182663579,66.16980505255995,0.6942119091848421,0.735220056139555,41.66798535075437,98.43138832314935,90,0.7147159826621986,-0.0002852840173378014,-0.012837780780201065,0.03219441363343237,-0.012837780780201062,nan,1.6944378067988044,,,
sweep,two_state_hsmm,estimated,0.5,0.75,2000,f1,250,15.991250833434773,monte_carlo_standard_error,independent_simulation_replicate,0.7404577527741888,14.539953637997362,17.44254802887218,1.615550404221929,1.9380608920969091,3.7776672403780513,46.69010423650319,9,1.7768056481594192,0.0003884028240797096,0.0017478127083586932,0.003997812708358693,0.001747812708358693,1.6746166499263715,2.5827642398759743,,,
sweep,two_state_hsmm,estimated,0.5,0.75,2000,f3,250,75.22587801526274,monte_carlo_standard_error,independent_simulation_replicate,0.9800129439493929,73.30505264512193,77.14670338540354,0.8145005849457992,0.8571855931711505,48.60044010109702,111.34830261153778,90,0.8358430890584748,-8.20784554707626e-05,-0.003693530496184316,0.018815877442536953,-0.0036935304961843167,nan,0.7213331248921442,,,
sweep,two_state_hsmm,estimated,0.5,0.75,4000,f1,250,16.32319997899411,monte_carlo_standard_error,independent_simulation_replicate,0.8157850481450832,14.724261284629748,17.922138673358475,1.6360290316255275,1.991348741484275,4.413663430797784,49.4587253596705,9,1.8136888865549012,0.0002034222216387253,0.0009153999973742639,0.0020403999973742644,0.0009153999973742641,1.761346706800519,3.4189851359336134,,,
sweep,two_state_hsmm,estimated,0.5,0.75,4000,f3,250,85.99523070958453,monte_carlo_standard_error,independent_simulation_replicate,1.0940481009169707,83.85089643178728,88.13956498738179,0.9316766270198586,0.9793284998597976,59.20017714636983,126.38371244321583,90,0.9555025634398281,-1.1124359140042977e-05,-0.0005005961613019334,0.010752091861663484,-0.0005005961613019331,nan,1.1154779801101293,,,
sweep,two_state_hsmm,estimated,0.5,1.0,1000,f1,250,16.891900836573512,monte_carlo_standard_error,independent_simulation_replicate,0.8880732983840659,15.151277171740743,18.63252450140628,1.683475241304527,2.070280500156253,4.071896394348468,51.49726503198827,9,1.8768778707303904,0.0008768778707303903,0.003945950418286756,0.008445950418286755,0.003945950418286757,1.779250911933211,3.1711814346050313,,,
sweep,two_state_hsmm,estimated,0.5,1.0,1000,f3,250,65.16930867311788,monte_carlo_standard_error,independent_simulation_replicate,1.0015897292308202,63.20619280382547,67.13242454241029,0.7022910311536164,0.7459158282490033,41.58638767316636,103.55415624385805,90,0.7241034297013098,-0.0002758965702986902,-0.012415345663441059,0.03261727160816712,-0.012415345663441055,nan,1.304832703791748,,,
sweep,two_state_hsmm,estimated,0.5,1.0,2000,f1,250,19.06737877498381,monte_carlo_standard_error,independent_simulation_replicate,1.4122709489334173,16.29932771507431,21.835429834893308,1.8110364127860343,2.4261588705437007,3.71384378609692,66.12573923677063,9,2.1185976416648677,0.0005592988208324339,0.002516844693745952,0.004766844693745951,0.002516844693745952,2.218051476822539,5.418838270795484,,,
sweep,two_state_hsmm,estimated,0.5,1.0,2000,f3,250,77.77311588684381,monte_carlo_standard_error,independent_simulation_replicate,1.3233553538938019,75.17933939321196,80.36689238047566,0.8353259932579107,0.892965470894174,50.32945988750142,120.27631999842706,90,0.8641457320760424,-6.79271339619788e-05,-0.003056721028289047,0.019453005474448178,-0.0030567210282890487,nan,2.5873213683464824,,,
sweep,two_state_hsmm,estimated,0.5,1.0,4000,f1,250,16.53334336402907,monte_carlo_standard_error,independent_simulation_replicate,0.8147655428785171,14.936402899987176,18.13028382807096,1.6596003222207973,2.0144759808967736,3.2669325715801354,48.53325610745874,9,1.8370381515587855,0.00020925953788969638,0.0009416679205036336,0.0020666679205036337,0.0009416679205036337,1.710073967172588,2.935125717494778,,,
sweep,two_state_hsmm,estimated,0.5,1.0,4000,f3,250,85.7201497511958,monte_carlo_standard_error,independent_simulation_replicate,1.129473157948937,83.50638236161589,87.93391714077572,0.9278486929068432,0.9770435237863969,55.96142915699381,126.22854307222356,90,0.95244610834662,-1.1888472913344993e-05,-0.0005349812811005244,0.010717698143435333,-0.0005349812811005242,nan,0.7558092295371143,,,
sweep,two_state_hsmm,estimated,0.5,1.25,1000,f1,250,16.089888139250643,monte_carlo_standard_error,independent_simulation_replicate,0.8529971477847581,14.418013729592516,17.76176254890877,1.6020015255102795,1.9735291721009744,3.1766139457535068,44.71460430185905,9,1.787765348805627,0.0007877653488056271,0.0035449440696253215,0.008044944069625323,0.0035449440696253224,1.9022964619807,3.5635376941984647,,,
sweep,two_state_hsmm,estimated,0.5,1.25,1000,f3,250,65.00629812849732,monte_carlo_standard_error,independent_simulation_replicate,0.969453689735841,63.106168896615074,66.90642736037957,0.7011796544068342,0.7434047484486619,44.02752231165427,97.0209942195104,90,0.722292201427748,-0.00027770779857225203,-0.01249685093575134,0.03253568474899765,-0.012496850935751347,nan,1.6379937185581686,,,
sweep,two_state_hsmm,estimated,0.5,1.25,2000,f1,250,17.943998838758812,monte_carlo_standard_error,independent_simulation_replicate,1.1238066261585866,15.741337851487982,20.14665982602964,1.7490375390542203,2.238517758447738,2.7138893858261777,55.443829389062685,9,1.993777648750979,0.0004968888243754895,0.002235999709689703,0.004485999709689703,0.002235999709689703,1.9866888694406777,4.908522394748568,,,
sweep,two_state_hsmm,estimated,0.5,1.25,2000,f3,250,77.24216301303153,monte_carlo_standard_error,independent_simulation_replicate,1.144723073001166,74.99850578994925,79.48582023611381,0.8333167309994362,0.8831757804012645,52.55642429636334,117.97331035743412,90,0.8582462557003503,-7.087687214982486e-05,-0.0031894592467421176,0.01932020085368473,-0.0031894592467421145,nan,1.8910219194918472,,,
sweep,two_state_hsmm,estimated,0.5,1.25,4000,f1,250,18.001340967028902,monte_carlo_standard_error,independent_simulation_replicate,0.833432131482007,16.36781398932417,19.634867944733635,1.8186459988137966,2.1816519938592926,3.9405933108002777,59.512970710754516,9,2.0001489963365446,0.0002500372490841362,0.0011251676208786127,0.002250167620878613,0.0011251676208786125,1.4639728793219955,1.771803448326181,,,
sweep,two_state_hsmm,estimated,0.5,1.25,4000,f3,250,87.8716759611648,monte_carlo_standard_error,independent_simulation_replicate,1.0671208575689886,85.78011908032958,89.96323284200001,0.9531124342258843,0.9995914760222223,58.95379611474996,125.30564560670196,90,0.9763519551240533,-5.912011218986685e-06,-0.00026604050485440036,0.010986706171688525,-0.0002660405048543989,nan,0.41550947314211256,,,
sweep,two_state_hsmm,estimated,0.5,1.5,1000,f1,250,18.840892899443652,monte_carlo_standard_error,independent_simulation_replicate,1.2433926276801566,16.403843349190545,21.27794244969676,1.8226492610211718,2.3642158277440846,3.51170853672674,74.79159003164911,9,2.093432544382628,0.0010934325443826278,0.004920446449721826,0.009420446449721826,0.004920446449721828,1.9977621794630582,3.4597773535574903,,,
sweep,two_state_hsmm,estimated,0.5,1.5,1000,f3,250,69.33339145599105,monte_carlo_standard_error,independent_simulation_replicate,1.2247255269402384,66.93292942318818,71.73385348879391,0.7436992158132021,0.7970428165421546,43.14232149159521,123.12536011932347,90,0.7703710161776783,-0.00022962898382232166,-0.010333304272004476,0.034701397125120645,-0.010333304272004474,nan,1.9386241631428114,,,
sweep,two_state_hsmm,estimated,0.5,1.5,2000,f1,250,18.81310999618674,monte_carlo_standard_error,independent_simulation_replicate,1.0527374825793536,16.749744530331206,20.876475462042272,1.8610827255923563,2.3196083846713638,4.434831822256889,71.67466936787491,9,2.0903455551318597,0.0005451727775659298,0.002453277499046685,0.004703277499046685,0.002453277499046685,1.696224858620874,2.6789928369296265,,,
sweep,two_state_hsmm,estimated,0.5,1.5,2000,f3,250,79.49355419727287,monte_carlo_standard_error,independent_simulation_replicate,1.1387398510420883,77.26162408923038,81.72548430531536,0.8584624898803376,0.9080609367257263,50.920958242446325,122.0897473456682,90,0.8832617133030319,-5.836914334848403e-05,-0.0026266114506817823,0.019883330214425426,-0.0026266114506817827,nan,0.8616649456546295,,,
sweep,two_state_hsmm,estimated,0.5,1.5,4000,f1,250,22.32048872065713,monte_carlo_standard_error,independent_simulation_replicate,1.457646460726605,19.463501657632985,25.177475783681277,2.162611295292554,2.7974973092979196,4.038255610526467,87.48534906073097,9,2.480054302295237,0.0003700135755738092,0.0016650610900821414,0.0027900610900821418,0.0016650610900821418,1.73022286788583,3.1067829118729455,,,
sweep,two_state_hsmm,estimated,0.5,1.5,4000,f3,250,91.72307424978884,monte_carlo_standard_error,independent_simulation_replicate,1.452095750282923,88.8769665792343,94.56918192034337,0.9875218508803811,1.0507686880038152,60.715046112556536,148.39196999757564,90,1.0191452694420982,4.786317360524539e-06,0.00021538428122360465,0.01146825134405962,0.00021538428122360476,13.324817407340014,2.1458309955574846,,,
sweep,two_state_hsmm,estimated,0.5,2.0,1000,f1,250,20.401405138331814,monte_carlo_standard_error,independent_simulation_replicate,1.5013497129432323,17.45875970096308,23.34405057570055,1.9398621889958976,2.593783397300061,3.804855351876224,67.73990465889426,9,2.266822793147979,0.0012668227931479793,0.005700702569165907,0.010200702569165908,0.005700702569165907,2.082061201991128,6.093697648880496,,,
sweep,two_state_hsmm,estimated,0.5,2.0,1000,f3,250,72.10391726902654,monte_carlo_standard_error,independent_simulation_replicate,1.4206977238626892,69.31934973025567,74.88848480779741,0.7702149970028407,0.8320942756421934,45.61286927213479,120.20499241506103,90,0.801154636322517,-0.00019884536367748294,-0.00894804136548673,0.036088046681194454,-0.008948041365486738,nan,3.5167208893341595,,,
sweep,two_state_hsmm,estimated,0.5,2.0,2000,f1,250,22.441429775051585,monte_carlo_standard_error,independent_simulation_replicate,1.5588588467982087,19.386066435327095,25.496793114776075,2.1540073817030105,2.832977012752897,4.256812931639266,95.59738846312828,9,2.493492197227954,0.0007467460986139769,0.0033603574437628962,0.005610357443762895,0.0033603574437628954,1.8337128523840018,3.807054716944083,,,
sweep,two_state_hsmm,estimated,0.5,2.0,2000,f3,250,82.53622913605062,monte_carlo_standard_error,independent_simulation_replicate,1.3776030389052867,79.83612717979626,85.23633109230498,0.887068079775514,0.9470703454700553,53.210155236481484,127.06850257430627,90,0.9170692126227847,-4.146539368860763e-05,-0.0018659427159873445,0.020644379473749527,-0.0018659427159873469,nan,1.7435988276576377,,,
sweep,two_state_hsmm,estimated,0.5,2.0,4000,f1,250,23.222009870893192,monte_carlo_standard_error,independent_simulation_replicate,1.4068387425860098,20.464605935424615,25.97941380636177,2.2738451039360683,2.8866015340401967,4.614602953798096,81.94102541106227,9,2.5802233189881325,0.00039505582974703313,0.001777751233861649,0.0029027512338616487,0.0017777512338616485,1.5640597804126373,3.014515624802386,,,
sweep,two_state_hsmm,estimated,0.5,2.0,4000,f3,250,94.62608094798462,monte_carlo_standard_error,independent_simulation_replicate,1.513945512804608,91.65874774288758,97.59341415308165,1.0184305304765287,1.084371268367574,60.884180725190994,151.175613008562,90,1.0514008994220514,1.2850224855512848e-05,0.0005782601184980774,0.011831217922978823,0.000578260118498079,5.1744836803383985,1.209561576589261,,,
sweep,two_state_hsmm,estimated,0.75,0.0,1000,f1,250,10.133692376755869,monte_carlo_standard_error,independent_simulation_replicate,0.3311611475122534,9.484616527631852,10.782768225879886,1.0538462808479836,1.1980853584310984,3.3754207086994032,23.044408384717133,9,1.125965819639541,0.00012596581963954102,0.0005668461883779345,0.005066846188377935,0.0005668461883779345,4.618640471458487,1.562629075814031,,,
sweep,two_state_hsmm,estimated,0.75,0.0,1000,f3,250,58.03619294949039,monte_carlo_standard_error,independent_simulation_replicate,0.7565299799306996,56.55339418882622,59.518991710154566,0.6283710465425135,0.6613221301128285,36.767470379803314,84.43372810250101,90,0.644846588327671,-0.00035515341167232896,-0.015981903525254804,0.029047143618363556,-0.01598190352525481,nan,0.48452766538241926,,,
sweep,two_state_hsmm,estimated,0.75,0.0,2000,f1,250,10.775193394184258,monte_carlo_standard_error,independent_simulation_replicate,0.33851560322805196,10.111702811857276,11.438683976511241,1.1235225346508084,1.2709648862790268,3.5375067801312086,23.552206313627742,9,1.1972437104649176,9.862185523245882e-05,0.0004437983485460646,0.0026937983485460643,0.0004437983485460645,3.015109038861656,0.983633166505982,,,
sweep,two_state_hsmm,estimated,0.75,0.0,2000,f3,250,67.46593862719124,monte_carlo_standard_error,independent_simulation_replicate,0.8291531804794484,65.84079839345152,69.09107886093095,0.7315644265939057,0.7676786540103439,44.68277056195665,94.1893305917182,90,0.7496215403021248,-0.0001251892298489376,-0.005633515343202191,0.016874922117856742,-0.005633515343202189,nan,0.43038194118771295,,,
sweep,two_state_hsmm,estimated,0.75,0.0,4000,f1,250,11.62766046694588,monte_carlo_standard_error,independent_simulation_replicate,0.37811441335295876,10.88655621677408,12.36876471711768,1.2096173574193423,1.3743071907908533,3.1224606127055305,25.967048313395953,9,1.2919622741050978,7.299056852627444e-05,0.000328457558368235,0.001453457558368235,0.0003284575583682349,2.2752231069706945,1.1466390312690489,,,
sweep,two_state_hsmm,estimated,0.75,0.0,4000,f3,250,79.66178044437929,monte_carlo_standard_error,independent_simulation_replicate,0.8201796584059896,78.05422831390355,81.26933257485503,0.8672692034878172,0.9029925841650559,58.19162186111726,106.92315974847814,90,0.8851308938264365,-2.8717276543390875e-05,-0.0012922774444525888,0.009960212608699587,-0.001292277444452589,nan,0.7246643139497677,,,
sweep,two_state_hsmm,estimated,0.75,0.25,1000,f1,250,12.655546142858908,monte_carlo_standard_error,independent_simulation_replicate,0.4668795374034454,11.740462249548155,13.57063003616966,1.3044958055053506,1.507847781796629,3.3934000384687337,32.5624210910217,9,1.4061717936509899,0.00040617179365098986,0.001827773071429454,0.006327773071429453,0.0018277730714294535,2.0194010325992036,1.5110322498481321,,,
sweep,two_state_hsmm,estimated,0.75,0.25,1000,f3,250,60.36444839427154,monte_carlo_standard_error,independent_simulation_replicate,0.8671505353226237,58.6648333450392,62.06406344350388,0.6518314816115467,0.6896007049278209,37.505293458453316,89.32852789968443,90,0.6707160932696838,-0.00032928390673031614,-0.01481777580286423,0.03021243663376954,-0.01481777580286423,nan,0.7392690117810352,,,
sweep,two_state_hsmm,estimated,0.75,0.25,2000,f1,250,13.12328211650795,monte_carlo_standard_error,independent_simulation_replicate,0.4900758661005394,12.162733418950893,14.083830814065006,1.351414824327877,1.5648700904516675,2.9770645963997087,32.55047293909546,9,1.458142457389772,0.00022907122869488604,0.0010308205291269875,0.003280820529126987,0.0010308205291269872,1.879274712919608,1.6841003545167514,,,
sweep,two_state_hsmm,estimated,0.75,0.25,2000,f3,250,69.9910073556426,monte_carlo_standard_error,independent_simulation_replicate,0.8526459173810487,68.31982135757573,71.66219335370945,0.7591091261952859,0.7962465928189939,47.77483992136846,96.93029156770466,90,0.77767785950714,-0.00011116107024643001,-0.005002248161089352,0.017506505091456376,-0.005002248161089352,nan,0.47410802737270175,,,
sweep,two_state_hsmm,estimated,0.75,0.25,4000,f1,250,12.637677406240753,monte_carlo_standard_error,independent_simulation_replicate,0.42757450813759906,11.79963137029106,13.475723442190446,1.3110701522545622,1.4973026046878273,3.16982739061722,29.36466131496766,9,1.4041863784711948,0.00010104659461779869,0.00045470967578009413,0.0015797096757800939,0.000454709675780094,1.8584788645927635,1.306564399638648,,,
