feature,chunk_size,observed_phi,simulated_phi,observed_rho_at_n,simulated_rho_at_n,rho_difference
f1,1000,8.573974678053666,2.3791573418333933,0.007573974678053666,0.0013791573418333934,-0.006194817336220272
f1,2000,13.407351970863703,2.599660566981812,0.006203675985431851,0.000799830283490906,-0.0054038457019409455
f1,4000,22.379853869013743,2.7146455314277675,0.005344963467253436,0.0004286613828569419,-0.004916302084396494
f3,1000,1.5118478780851468,0.7562952998670311,0.0005118478780851468,-0.00024370470013296885,-0.0007555525782181156
f3,2000,2.2402522241351823,0.8803520927350664,0.0006201261120675911,-5.982395363246679e-05,-0.0006799500657000579
f3,4000,3.5552584205001576,1.0161258784598448,0.0006388146051250394,4.031469614961203e-06,-0.0006347831355100782
