condition,feature,chunk_size,left_window,right_window,metric,mean_difference,ci_low,ci_high,n_authors,wilcoxon_p,pooled_auc_left,pooled_auc_right,pooled_tpr_left,pooled_tpr_right,pooled_auc_difference,pooled_auc_difference_ci_low,pooled_auc_difference_ci_high,pooled_tpr_difference,pooled_tpr_difference_ci_low,pooled_tpr_difference_ci_high,benjamini_hochberg_p
flash,f3,2000,prefix,late,author_equal_tpr,0.0625,0.014937500000000102,0.12000000000000002,20,0.01237626125457597,0.9590927835051546,0.9690876288659794,0.815,0.8775,0.009994845360824844,0.0026451872105776944,0.02181105724341025,0.0625,0.0,0.13006249999999966,0.01237626125457597
flash,f3,2000,prefix,late,author_equal_mean_g,51.18347539910137,21.859371054206836,81.76140450819156,20,0.0031948089599609375,,,,,,,,,,,0.009670930285627006
pro,f3,2000,prefix,late,author_equal_tpr,0.10499999999999998,0.039999999999999994,0.175,20,0.004835465142813503,0.8417216494845361,0.8611443298969073,0.37,0.475,0.019422680412371163,0.0036040638657831477,0.03876375725338485,0.10499999999999998,-0.0050000000000000044,0.15000000000000002,0.009670930285627006
pro,f3,2000,prefix,late,author_equal_mean_g,27.690680072663064,7.734922836310261,47.23584169317528,20,0.0085906982421875,,,,,,,,,,,0.011454264322916666
