unit,feature,n_within_pairs,n_between_pairs,within_mean,within_median,between_mean,between_median,separation_ratio,mannwhitney_p
full_document,f1,120,3420,0.034155947601174914,0.011897062815076504,0.15697791913476433,0.1154624978980717,4.595917553444324,7.9021729010281375e-50
full_document,f3,120,3420,0.08084816672386344,0.03768083488006558,0.3412052337755423,0.27385402731441383,4.220321221889017,9.677698377634404e-53
middle_2000,f1,116,3306,0.05632272678169921,0.026533925806280285,0.18098923557035027,0.13564096256798494,3.213431698217399,1.2812811175541293e-36
middle_2000,f3,116,3306,0.11936129956882652,0.07567647965569718,0.36752466961391306,0.2892266845543203,3.079094069363661,1.9577004421371634e-41
