dwell_scale,seed,fold,author,target_book,chunk_size,chunk_index,replicate,G,excess_delta
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,1000,6,0,52.413098595320236,-0.018793450702339884
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/3635.txt,2000,2,0,92.19001949535283,0.0005475048738382071
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,4000,10,0,83.06537967559895,-0.0008668275405501316
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,1000,43,1,239.60313959664262,0.07480156979832131
8.0,20260918,3,oscar_wilde,gutenberg_texts/773.txt,2000,1,1,77.23639679326014,-0.0031909008016849645
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/21108.txt,4000,3,1,104.844939664598,0.0018556174580747502
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/24267.txt,1000,13,2,89.22242744426819,-0.00038878627786590413
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,2000,14,2,116.57588370376635,0.006643970925941588
8.0,20260918,0,herbert_george_wells,full_books/herbert_george_wells_full.txt,4000,1,2,87.63470959355664,-0.0002956613008054205
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/7063.txt,1000,22,3,69.7988412249049,-0.010100579387547548
8.0,20260918,3,charles_dickens,gutenberg_texts/1400.txt,2000,16,3,88.97704140228157,-0.00025573964942960715
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,4000,11,3,108.57642414077652,0.0023220530175970654
8.0,20260918,0,joseph_conrad,gutenberg_texts/2021.txt,1000,5,4,129.57586236286613,0.019787931181433065
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/24267.txt,2000,3,4,146.13958053098415,0.014034895132746037
8.0,20260918,3,oscar_wilde,gutenberg_texts/174.txt,4000,3,4,92.94483102694792,0.00036810387836849046
8.0,20260918,2,louis_joseph_vance,gutenberg_texts/9378.txt,1000,13,5,74.55649208007887,-0.0077217539599605655
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,2000,10,5,57.26381849949462,-0.008184045375126346
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/24267.txt,4000,3,5,118.80262088787467,0.0036003276109843334
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/28301.txt,1000,14,6,59.58332366394536,-0.015208338168027321
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/7063.txt,2000,3,6,531.7992440978244,0.1104498110244561
8.0,20260918,3,oscar_wilde,gutenberg_texts/773.txt,4000,1,6,137.37529987074663,0.005921912483843329
8.0,20260918,1,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,1000,6,7,114.80510101881212,0.012402550509406063
8.0,20260918,0,mildred_wirt,gutenberg_texts/34592.txt,2000,3,7,99.50666536426985,0.0023766663410674624
8.0,20260918,1,robert_sidney_bowen,gutenberg_texts/32331.txt,4000,2,7,109.21984305681171,0.002402480382101464
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,1000,7,8,113.89557657876725,0.011947788289383624
8.0,20260918,0,joseph_conrad,gutenberg_texts/2021.txt,2000,8,8,114.91663684601924,0.006229159211504811
8.0,20260918,3,oscar_wilde,gutenberg_texts/773.txt,4000,1,8,97.38381245587341,0.0009229765569841764
8.0,20260918,0,joseph_conrad,gutenberg_texts/5658.txt,1000,4,9,103.87712822845603,0.006938564114228015
8.0,20260918,4,arthur_scott_bailey,gutenberg_texts/24589.txt,2000,1,9,181.01180354693903,0.02275295088673476
8.0,20260918,4,charlotte_bronte,gutenberg_texts/1260.txt,4000,4,9,283.20489121045995,0.024150611401307493
8.0,20260918,1,arthur_conan_doyle,gutenberg_texts/244.txt,1000,5,10,59.221007227321564,-0.015389496386339218
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,2000,7,10,73.63667491148041,-0.004090831272129897
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,4000,1,10,95.72106624540865,0.0007151332806760813
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,1000,9,11,129.7368607537369,0.019868430376868446
8.0,20260918,2,jane_austen,gutenberg_texts/161.txt,2000,9,11,104.13026777029927,0.0035325669425748172
8.0,20260918,3,susan_warner,gutenberg_texts/29824.txt,4000,6,11,252.72190742060263,0.02034023842757533
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,1000,4,12,64.1627445208315,-0.012918627739584252
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,2000,17,12,116.16689245528029,0.0065417231138200724
8.0,20260918,1,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,4000,4,12,186.55135063209477,0.012068918829011847
8.0,20260918,1,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,1000,10,13,57.271634899751746,-0.016364182550124128
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,2000,11,13,280.3874393851433,0.047596859846285824
8.0,20260918,2,harold_l_goodwin,gutenberg_texts/32059.txt,4000,1,13,198.7401110738893,0.013592513884236162
8.0,20260918,2,louis_joseph_vance,gutenberg_texts/9779.txt,1000,17,14,74.96766943845792,-0.007516165280771041
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,2000,12,14,167.36956156765137,0.019342390391912843
8.0,20260918,4,ethel_m_dell,gutenberg_texts/13547.txt,4000,2,14,72.92093160037506,-0.002134883549953118
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/4787.txt,1000,27,15,108.48536594358346,0.00924268297179173
8.0,20260918,0,mildred_wirt,gutenberg_texts/35082.txt,2000,2,15,155.09437723319576,0.01627359430829894
8.0,20260918,4,ethel_m_dell,gutenberg_texts/13547.txt,4000,2,15,88.69866654248798,-0.00016266668218900193
8.0,20260918,3,charles_dickens,gutenberg_texts/1400.txt,1000,31,16,100.31945230008785,0.005159726150043923
8.0,20260918,3,charles_dickens,gutenberg_texts/46.txt,2000,3,16,104.80822364572093,0.003702055911430232
8.0,20260918,1,arthur_conan_doyle,gutenberg_texts/1661.txt,4000,4,16,114.04525949839149,0.003005657437298936
8.0,20260918,1,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,1000,14,17,102.01278403531687,0.006006392017658435
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,2000,4,17,45.27021971472329,-0.011182445071319177
8.0,20260918,2,jane_austen,gutenberg_texts/1342.txt,4000,4,17,119.48747936522798,0.003685934920653498
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/21107.txt,1000,3,18,74.08925803388992,-0.00795537098305504
8.0,20260918,0,herbert_george_wells,full_books/herbert_george_wells_full.txt,2000,5,18,220.9174265052837,0.03272935662632092
8.0,20260918,3,oscar_wilde,gutenberg_texts/773.txt,4000,1,18,120.94016458671692,0.0038675205733396147
8.0,20260918,2,jane_austen,gutenberg_texts/161.txt,1000,19,19,55.66249930458315,-0.017168750347708425
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,2000,1,19,56.905183340855864,-0.008273704164786034
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,4000,10,19,210.66545434354768,0.01508318179294346
8.0,20260918,1,luis_senarens,gutenberg_texts/54648.txt,1000,5,20,486.91783495656773,0.19845891747828387
8.0,20260918,1,arthur_conan_doyle,gutenberg_texts/1661.txt,2000,8,20,58.650054812360096,-0.007837486296909975
8.0,20260918,2,mark_twain,gutenberg_texts/86.txt,4000,2,20,115.56767381047163,0.003195959226308954
8.0,20260918,2,jane_austen,gutenberg_texts/161.txt,1000,17,21,113.51667310104433,0.011758336550522167
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,2000,10,21,447.3200300822782,0.08933000752056955
8.0,20260918,3,oscar_wilde,gutenberg_texts/773.txt,4000,1,21,158.55549021711582,0.008569436277139478
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,1000,26,22,112.61210050780659,0.011306050253903294
8.0,20260918,2,louis_joseph_vance,gutenberg_texts/9779.txt,2000,1,22,117.42004919389626,0.0068550122984740655
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,4000,2,22,116.86053851098009,0.0033575673138725114
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,1000,21,23,192.55088097493777,0.05127544048746888
8.0,20260918,0,mildred_wirt,gutenberg_texts/34832.txt,2000,1,23,142.46372846602688,0.01311593211650672
8.0,20260918,2,louis_joseph_vance,gutenberg_texts/9779.txt,4000,3,23,94.08417588451928,0.0005105219855649104
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,1000,31,24,126.97955937011037,0.018489779685055184
8.0,20260918,2,harold_l_goodwin,gutenberg_texts/31589.txt,2000,1,24,84.81676652077807,-0.0012958083698054814
8.0,20260918,4,mary_shelley,gutenberg_texts/18247.txt,4000,4,24,84.9312607290093,-0.0006335924088738381
8.0,20260918,1,robert_sidney_bowen,gutenberg_texts/32331.txt,1000,9,25,55.90023576216756,-0.01704988211891622
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,2000,4,25,62.79005489217394,-0.006802486276956515
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,4000,5,25,122.12876592336612,0.0040160957404207645
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,1000,23,26,52.14573424528361,-0.018927132877358192
8.0,20260918,2,harold_l_goodwin,gutenberg_texts/31581.txt,2000,1,26,221.3465437152339,0.03283663592880848
8.0,20260918,2,mark_twain,gutenberg_texts/74.txt,4000,2,26,109.66230562947379,0.002457788203684224
8.0,20260918,3,oscar_wilde,gutenberg_texts/174.txt,1000,1,27,86.21333649332594,-0.00189333175333703
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,2000,9,27,308.4383016854364,0.054609575421359094
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,4000,9,27,337.8715294435229,0.03098394118044036
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,1000,29,28,126.74994979641394,0.018374974898206973
8.0,20260918,1,arthur_conan_doyle,gutenberg_texts/1661.txt,2000,6,28,132.89985744196704,0.010724964360491761
8.0,20260918,4,charlotte_bronte,gutenberg_texts/1260.txt,4000,6,28,133.01340474814836,0.005376675593518545
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,1000,18,29,66.92029948040555,-0.011539850259797226
8.0,20260918,0,mildred_wirt,gutenberg_texts/35082.txt,2000,1,29,56.618594292159045,-0.008345351426960239
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/21108.txt,4000,1,29,82.23307974827627,-0.0009708650314654665
8.0,20260918,1,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,1000,15,30,76.13585940615334,-0.006932070296923328
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,2000,3,30,490.89099089293546,0.10022274772323386
8.0,20260918,2,mark_twain,gutenberg_texts/86.txt,4000,1,30,100.42707146130829,0.001303383932663536
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,1000,5,31,74.38499200457095,-0.007807503997714527
8.0,20260918,2,mark_twain,gutenberg_texts/76.txt,2000,6,31,155.78916654786843,0.016447291636967107
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,4000,3,31,77.82910350727403,-0.0015213620615907467
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,1000,14,32,38.4142318402674,-0.0257928840798663
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,2000,6,32,419.94046631657835,0.08248511657914459
8.0,20260918,2,mark_twain,gutenberg_texts/86.txt,4000,1,32,109.4392000676912,0.0024299000084614004
8.0,20260918,0,mildred_wirt,gutenberg_texts/35082.txt,1000,7,33,76.06465032048334,-0.006967674839758331
8.0,20260918,3,charles_dickens,gutenberg_texts/46.txt,2000,2,33,51.95709614819996,-0.00951072596295001
8.0,20260918,0,joseph_conrad,gutenberg_texts/2021.txt,4000,4,33,105.38734030574365,0.001923417538217956
8.0,20260918,1,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,1000,12,34,62.235325071726145,-0.013882337464136928
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,2000,5,34,76.10764276337628,-0.003473089309155931
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,4000,5,34,228.19448835113332,0.017274311043891665
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,1000,19,35,76.88091159322616,-0.006559544203386921
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,2000,4,35,55.4351126149391,-0.008641221846265226
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,4000,5,35,114.82001737413836,0.003102502171767295
8.0,20260918,4,ethel_m_dell,gutenberg_texts/13960.txt,1000,11,36,68.1191060453323,-0.010940446977333849
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,2000,1,36,78.37666015193598,-0.002905834962016005
8.0,20260918,1,robert_sidney_bowen,gutenberg_texts/32440.txt,4000,2,36,80.45621176521225,-0.0011929735293484693
8.0,20260918,0,herbert_george_wells,gutenberg_texts/36.txt,1000,7,37,113.59527620894809,0.011797638104474047
8.0,20260918,4,ethel_m_dell,gutenberg_texts/13960.txt,2000,6,37,201.2406576978921,0.02781016442447302
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,4000,8,37,104.56076321711069,0.0018200954021388362
8.0,20260918,2,louis_joseph_vance,gutenberg_texts/9378.txt,1000,2,38,91.91460994691747,0.0009573049734587329
8.0,20260918,2,harold_l_goodwin,gutenberg_texts/31589.txt,2000,3,38,131.5412009100248,0.0103853002275062
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/28301.txt,4000,3,38,111.6499335473592,0.0027062416934198995
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,1000,40,39,76.74777415497215,-0.0066261129225139255
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,2000,7,39,81.30612511521473,-0.0021734687211963184
8.0,20260918,4,mary_shelley,gutenberg_texts/18247.txt,4000,2,39,124.92536970170383,0.004365671212712979
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,1000,1,40,64.56927486815052,-0.012715362565924742
8.0,20260918,0,herbert_george_wells,full_books/herbert_george_wells_full.txt,2000,4,40,205.3885405296996,0.028847135132424904
8.0,20260918,4,ethel_m_dell,gutenberg_texts/13547.txt,4000,5,40,94.2848526214353,0.0005356065776794132
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,1000,28,41,47.91814163892857,-0.021040929180535715
8.0,20260918,0,mildred_wirt,gutenberg_texts/35082.txt,2000,3,41,79.40450302375808,-0.0026488742440604796
8.0,20260918,0,joseph_conrad,gutenberg_texts/2021.txt,4000,1,41,279.8887880798743,0.023736098509984288
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/21108.txt,1000,5,42,61.8452351612229,-0.01407738241938855
8.0,20260918,0,herbert_george_wells,full_books/herbert_george_wells_full.txt,2000,4,42,72.27805052472974,-0.004430487368817566
8.0,20260918,4,ethel_m_dell,gutenberg_texts/12360.txt,4000,5,42,95.41505946035299,0.0006768824325441241
8.0,20260918,0,joseph_conrad,gutenberg_texts/5658.txt,1000,2,43,92.4245332365349,0.0012122666182674492
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,2000,4,43,85.39706500451203,-0.0011507337488719926
8.0,20260918,4,ethel_m_dell,gutenberg_texts/12360.txt,4000,3,43,100.18752761770934,0.0012734409522136669
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/24267.txt,1000,3,44,55.655384776771314,-0.017172307611614344
8.0,20260918,3,charles_dickens,gutenberg_texts/1400.txt,2000,5,44,66.99771943351111,-0.005750570141622223
8.0,20260918,2,mark_twain,gutenberg_texts/74.txt,4000,1,44,89.29207053311247,-8.849118336094186e-05
8.0,20260918,1,robert_sidney_bowen,gutenberg_texts/32440.txt,1000,3,45,209.00116519539978,0.059500582597699886
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/21108.txt,2000,6,45,76.54057376584136,-0.0033648565585396605
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,4000,1,45,212.84873651423922,0.015356092064279903
8.0,20260918,3,oscar_wilde,gutenberg_texts/174.txt,1000,3,46,86.54378143018393,-0.0017281092849080366
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,2000,10,46,77.78939665120089,-0.003052650837199778
8.0,20260918,4,charlotte_bronte,gutenberg_texts/1260.txt,4000,7,46,201.56685197345945,0.01394585649668243
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/7063.txt,1000,15,47,64.26484624782441,-0.012867576876087796
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,2000,5,47,85.73565650549286,-0.0010660858736267862
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,4000,3,47,184.41955668221453,0.011802444585276817
8.0,20260918,3,oscar_wilde,gutenberg_texts/773.txt,1000,1,48,122.9570611681666,0.0164785305840833
8.0,20260918,2,mark_twain,gutenberg_texts/86.txt,2000,4,48,161.9993073177716,0.017999826829442903
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,4000,10,48,283.4396739847514,0.02417995924809392
8.0,20260918,4,mary_shelley,gutenberg_texts/18247.txt,1000,8,49,50.338117219574386,-0.019830941390212808
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/4787.txt,2000,13,49,253.4881069570985,0.040872026739274626
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,4000,2,49,156.07904907592692,0.008259881134490865
8.0,20260918,0,joseph_conrad,gutenberg_texts/2021.txt,1000,20,50,72.11545123733211,-0.008942274381333945
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,2000,2,50,67.10126892911082,-0.005724682767722296
8.0,20260918,3,charles_dickens,gutenberg_texts/1400.txt,4000,3,50,128.93648909519905,0.004867061136899881
8.0,20260918,2,louis_joseph_vance,gutenberg_texts/8741.txt,1000,2,51,267.9147765135007,0.08895738825675037
8.0,20260918,2,jane_austen,gutenberg_texts/161.txt,2000,8,51,70.07157061232438,-0.0049821073469189054
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,4000,6,51,68.90061841779485,-0.0026374226977756445
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/28301.txt,1000,11,52,144.71050778778167,0.027355253893890832
8.0,20260918,3,charles_dickens,gutenberg_texts/46.txt,2000,2,52,85.12529576493533,-0.0012186760587661674
8.0,20260918,0,herbert_george_wells,full_books/herbert_george_wells_full.txt,4000,1,52,69.98839370389132,-0.002501450787013585
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,1000,8,53,159.54757155888043,0.034773785779440215
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,2000,22,53,79.87236151400722,-0.0025319096214981938
8.0,20260918,3,charles_dickens,gutenberg_texts/1400.txt,4000,6,53,235.64590600034046,0.01820573825004256
8.0,20260918,4,charlotte_bronte,gutenberg_texts/1260.txt,1000,34,54,68.12313868056708,-0.01093843065971646
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,2000,14,54,177.1706987366127,0.021792674684153177
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,4000,3,54,73.54403093299803,-0.0020569961333752468
8.0,20260918,4,charlotte_bronte,gutenberg_texts/1260.txt,1000,20,55,72.50886736723767,-0.008745566316381166
8.0,20260918,2,louis_joseph_vance,gutenberg_texts/9779.txt,2000,5,55,92.56321568823034,0.0006408039220575859
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/4787.txt,4000,2,55,75.06857232432911,-0.0018664284594588612
8.0,20260918,4,mary_shelley,gutenberg_texts/15238.txt,1000,1,56,49.24387504422502,-0.02037806247788749
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,2000,9,56,66.99618716972263,-0.005750953207569342
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,4000,3,56,173.9939123852908,0.01049923904816135
8.0,20260918,2,harold_l_goodwin,gutenberg_texts/31589.txt,1000,8,57,83.58969695788153,-0.0032051515210592355
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/4787.txt,2000,13,57,52.95492041877968,-0.00926126989530508
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,4000,6,57,116.16915565421495,0.003271144456776868
8.0,20260918,0,mildred_wirt,gutenberg_texts/35082.txt,1000,8,58,78.05126881569659,-0.005974365592151706
8.0,20260918,0,joseph_conrad,gutenberg_texts/5658.txt,2000,4,58,55.96521721123747,-0.008508695697190632
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,4000,6,58,100.94117090600623,0.0013676463632507794
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,1000,3,59,235.83573195283083,0.07291786597641542
8.0,20260918,1,arthur_conan_doyle,gutenberg_texts/1661.txt,2000,8,59,74.70522478153573,-0.003823693804616067
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,4000,1,59,169.63271810715068,0.009954089763393835
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,1000,4,60,59.20963046434932,-0.01539518476782534
8.0,20260918,0,mildred_wirt,gutenberg_texts/35082.txt,2000,5,60,62.03965188081447,-0.006990087029796383
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,4000,4,60,139.58167524096152,0.006197709405120189
8.0,20260918,3,oscar_wilde,gutenberg_texts/174.txt,1000,13,61,83.04799342864438,-0.0034760032856778126
8.0,20260918,1,luis_senarens,gutenberg_texts/54648.txt,2000,3,61,81.9207004194252,-0.0020198248951436995
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,4000,4,61,98.45535723691968,0.0010569196546149602
8.0,20260918,4,arthur_scott_bailey,gutenberg_texts/9462.txt,1000,2,62,84.81106418239641,-0.0025944679088017964
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/21107.txt,2000,3,62,73.33775487643668,-0.0041655612808908305
8.0,20260918,0,herbert_george_wells,full_books/herbert_george_wells_full.txt,4000,2,62,65.67516506946379,-0.0030406043663170268
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,1000,13,63,72.94051119941825,-0.008529744400290874
8.0,20260918,4,mary_shelley,gutenberg_texts/18247.txt,2000,4,63,225.72897773987634,0.03393224443496909
8.0,20260918,2,mark_twain,gutenberg_texts/76.txt,4000,3,63,258.29609156959884,0.021037011446199856
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,1000,46,64,166.98381031011314,0.03849190515505657
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/4787.txt,2000,10,64,91.03841677497692,0.0002596041937442308
8.0,20260918,2,jane_austen,full_books/jane_austen_full.txt,4000,3,64,333.6050625631862,0.030450632820398275
8.0,20260918,1,arthur_conan_doyle,gutenberg_texts/1661.txt,1000,13,65,54.138123094078864,-0.01793093845296057
8.0,20260918,3,susan_warner,gutenberg_texts/29824.txt,2000,6,65,70.83881931302989,-0.004790295171742528
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,4000,4,65,237.51378938929665,0.018439223673662082
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,1000,14,66,62.46069931707174,-0.01376965034146413
8.0,20260918,4,charlotte_bronte,gutenberg_texts/1260.txt,2000,3,66,58.17298461530229,-0.007956753846174428
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,4000,8,66,181.56863279126728,0.011446079098908409
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,1000,23,67,104.62459147478347,0.007312295737391736
8.0,20260918,2,jane_austen,gutenberg_texts/161.txt,2000,1,67,458.0207333554229,0.09200518333885573
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,4000,2,67,83.06227555070006,-0.0008672155561624919
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,1000,21,68,58.04597608731916,-0.01597701195634042
8.0,20260918,4,mary_shelley,gutenberg_texts/18247.txt,2000,10,68,73.93945568047239,-0.004015136079881902
8.0,20260918,2,jane_austen,gutenberg_texts/1342.txt,4000,3,68,103.24069407743819,0.001655086759679774
8.0,20260918,1,luis_senarens,gutenberg_texts/55562.txt,1000,3,69,66.87769326579449,-0.011561153367102754
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,2000,4,69,137.01075193051386,0.011752687982628466
8.0,20260918,0,joseph_conrad,gutenberg_texts/5658.txt,4000,2,69,231.9825920996246,0.017747824012453076
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/21108.txt,1000,9,70,118.30753911668178,0.014153769558340891
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,2000,6,70,53.35964238695679,-0.009160089403260801
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,4000,4,70,77.77612931153308,-0.0015279838360583646
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,1000,28,71,50.27525658351525,-0.019862371708242375
8.0,20260918,3,charles_dickens,gutenberg_texts/1400.txt,2000,13,71,127.3492672885088,0.0093373168221272
8.0,20260918,3,susan_warner,gutenberg_texts/8874.txt,4000,7,71,131.33864427429083,0.005167330534286353
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/24267.txt,1000,12,72,101.80360248599013,0.005901801242995063
8.0,20260918,2,jane_austen,gutenberg_texts/1342.txt,2000,8,72,68.11376599513575,-0.005471558501216062
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/7063.txt,4000,7,72,76.88173716857752,-0.0016397828539278106
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,1000,3,73,69.82733935734991,-0.010086330321325044
8.0,20260918,1,agnes_may_fleming,gutenberg_texts/15317.txt,2000,7,73,74.58537955876966,-0.003853655110307585
8.0,20260918,2,harold_l_goodwin,gutenberg_texts/31589.txt,4000,1,73,94.37361755450874,0.0005467021943135926
8.0,20260918,4,charlotte_bronte,gutenberg_texts/1260.txt,1000,37,74,61.371550137013415,-0.014314224931493293
8.0,20260918,2,jane_austen,gutenberg_texts/161.txt,2000,1,74,96.98122531876184,0.001745306329690461
8.0,20260918,1,arthur_conan_doyle,gutenberg_texts/1661.txt,4000,1,74,193.66650552051175,0.012958313190063969
8.0,20260918,3,susan_warner,gutenberg_texts/16918.txt,1000,15,75,52.131126994203726,-0.01893443650289814
8.0,20260918,4,charlotte_bronte,gutenberg_texts/30486.txt,2000,4,75,68.49382694569259,-0.005376543263576852
8.0,20260918,1,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,4000,3,75,90.9819089893186,0.00012273862366482467
8.0,20260918,4,mary_shelley,gutenberg_texts/18247.txt,1000,21,76,51.5652346531305,-0.019217382673434747
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,2000,9,76,85.30658597616141,-0.0011733535059596462
8.0,20260918,3,charles_dickens,gutenberg_texts/1400.txt,4000,1,76,125.25035904628324,0.0044062948807854045
8.0,20260918,3,john_c_hutcheson,gutenberg_texts/24267.txt,1000,1,77,80.36624658598748,-0.0048168767070062585
8.0,20260918,1,arthur_conan_doyle,gutenberg_texts/244.txt,2000,2,77,127.72889108777865,0.009432222771944661
8.0,20260918,3,susan_warner,gutenberg_texts/29824.txt,4000,5,77,113.33649471731886,0.002917061839664857
8.0,20260918,3,susan_warner,gutenberg_texts/29824.txt,1000,13,78,58.904033446036976,-0.015547983276981512
8.0,20260918,0,joseph_conrad,gutenberg_texts/2021.txt,2000,6,78,73.56760672919827,-0.004108098317700431
8.0,20260918,0,kathleen_thompson_norris,gutenberg_texts/28301.txt,4000,2,78,64.41002698033716,-0.0031987466274578545
8.0,20260918,4,charlotte_bronte,gutenberg_texts/9182.txt,1000,11,79,56.60863688162874,-0.01669568155918563
8.0,20260918,4,mary_shelley,gutenberg_texts/18247.txt,2000,3,79,415.34243887676905,0.08133560971919226
8.0,20260918,3,charles_dickens,gutenberg_texts/98.txt,4000,2,79,92.21979643684465,0.0002774745546055808
