condition,label,author,fold,observation_index,score,calibrated_threshold,normalised_score,flagged
flash,human,mark_twain,2,22,243.64321190013487,490.58141011645677,0.4966417537963731,0
flash,human,mark_twain,2,23,156.37722246405045,490.58141011645677,0.31875896485137667,0
flash,human,mark_twain,2,24,139.84101099026933,490.58141011645677,0.2850515900247283,0
flash,human,arthur_conan_doyle,1,1,76.0765925986872,483.8554732139631,0.15722999285996664,0
flash,human,arthur_conan_doyle,1,2,127.16391140456193,483.8554732139631,0.2628138327337458,0
flash,human,arthur_conan_doyle,1,3,203.02579883582342,483.8554732139631,0.41960008737163645,0
flash,human,arthur_conan_doyle,1,4,59.3917249515998,483.8554732139631,0.1227468288352636,0
flash,human,arthur_conan_doyle,1,5,97.85092017113917,483.8554732139631,0.20223171088915026,0
flash,human,arthur_conan_doyle,1,6,122.3020060962219,483.8554732139631,0.2527655733309012,0
flash,human,arthur_conan_doyle,1,7,81.34642303993469,483.8554732139631,0.1681213245343676,0
flash,human,arthur_conan_doyle,1,8,95.528138554727,483.8554732139631,0.197431141824625,0
flash,human,arthur_conan_doyle,1,9,100.22473483070964,483.8554732139631,0.2071377516202856,0
flash,human,arthur_conan_doyle,1,10,172.63810454511193,483.8554732139631,0.3567968414170869,0
flash,human,arthur_conan_doyle,1,11,173.7331072677545,483.8554732139631,0.3590599195122237,0
flash,human,arthur_conan_doyle,1,12,177.5783573301368,483.8554732139631,0.36700702412352554,0
flash,human,arthur_conan_doyle,1,13,174.84449742302283,483.8554732139631,0.3613568660526566,0
flash,human,arthur_conan_doyle,1,14,93.9612130804096,483.8554732139631,0.19419272547705488,0
flash,human,arthur_conan_doyle,1,15,107.42776968442149,483.8554732139631,0.22202450035512247,0
flash,human,arthur_conan_doyle,1,16,150.98224784968446,483.8554732139631,0.3120399710409381,0
flash,human,arthur_conan_doyle,1,17,104.25830367678974,483.8554732139631,0.21547406084768259,0
flash,human,mary_shelley,4,1,154.3874361177788,439.09349201689486,0.3516049290747367,0
flash,human,mary_shelley,4,2,203.41450908763167,439.09349201689486,0.46326013203540023,0
flash,human,mary_shelley,4,3,356.2083412847987,439.09349201689486,0.8112357567601867,0
flash,human,mary_shelley,4,4,228.55171475931473,439.09349201689486,0.5205080897680916,0
flash,human,mary_shelley,4,5,206.68902567679388,439.09349201689486,0.4707175793642625,0
flash,human,mary_shelley,4,6,272.5368338873223,439.09349201689486,0.6206806496618174,0
flash,human,mary_shelley,4,7,225.94133073388815,439.09349201689486,0.5145631507678886,0
flash,human,mary_shelley,4,8,209.82745523569326,439.09349201689486,0.4778650994618244,0
