corpus_variant,feature,author,n_documents,n_marks,consistency_C,nearest_other_D,nearest_other,ratio_D_over_C,margin_D_minus_C,between_author_baseline,C_over_baseline
all_documents,f1,"Allen, James Lane",13,82217,0.06417890558675386,0.008912094645893803,"Meredith, George",0.13886330040089068,-0.055266810940860056,0.16891442246323624,0.3799492349489708
all_documents,f1,"Altsheler, Joseph A. (Joseph Alexander)",33,548187,0.020765936330872654,0.009075839636278355,"Doyle, Arthur Conan",0.4370541973965957,-0.0116900966945943,0.16891442246323624,0.12293761555732344
all_documents,f1,"Andersen, H. C. (Hans Christian)",14,199903,0.06306581041673075,0.0060719268676191354,"Disraeli, Benjamin, Earl of Beaconsfield",0.09627921733656676,-0.05699388354911161,0.16891442246323624,0.37335953613112494
all_documents,f1,"Andreyev, Leonid",11,92463,0.19681554983113142,0.029832987539321964,"Strindberg, August",0.15157840711731768,-0.16698256229180947,0.16891442246323624,1.1651790709225425
all_documents,f1,"Anstey, F.",18,223113,0.22644535153876086,0.02494287180719562,"Kipling, Rudyard",0.11014963052984608,-0.20150247973156524,0.16891442246323624,1.3405921663559905
all_documents,f1,"Appleton, Victor",31,309418,0.01443456650594772,0.0011519051579416523,"Young, Clarence",0.07980185324353269,-0.013282661348006068,0.16891442246323624,0.08545490844092585
all_documents,f1,"Arthur, T. S. (Timothy Shay)",32,380215,0.032856502795971826,0.0022736884730614835,"Peattie, Elia Wilkinson",0.06920056243296335,-0.030582814322910344,0.16891442246323624,0.19451567436832076
all_documents,f1,"Ashton, John",17,331324,0.027207232447747795,0.0056988120318495535,"Brandes, Georg",0.20945945320951964,-0.02150842041589824,0.16891442246323624,0.1610711036452164
all_documents,f1,"Atherton, Gertrude Franklin Horn",25,311725,0.06955412889749445,0.005606681130228662,"Conrad, Joseph",0.08060889007022891,-0.06394744776726578,0.16891442246323624,0.4117714040234351
all_documents,f1,"Atkinson, William Walker",19,122836,0.06642278723938232,0.00830721467051582,"Masefield, John",0.12506573445310712,-0.0581155725688665,0.16891442246323624,0.3932333679431018
all_documents,f1,"Auerbach, Berthold",10,246077,0.03823173765792898,0.005825497249419117,"Disraeli, Benjamin, Earl of Beaconsfield",0.15237333185170965,-0.03240624040850986,0.16891442246323624,0.22633791182780744
all_documents,f1,"Aycock, Roger D.",12,9732,0.02429925335683048,0.0038444679367962255,"Garrett, Randall",0.1582134183442123,-0.020454785420034257,0.16891442246323624,0.14385540916211076
all_documents,f1,"Bacheller, Irving",18,178554,0.05681670566612261,0.0034546260398397796,"Hayes, Clair W. (Clair Wallace)",0.060802997979863986,-0.05336207962628283,0.16891442246323624,0.3363638512187354
all_documents,f1,"Bacon, Josephine Daskam",13,83980,0.03349065604126203,0.0051127104638305524,"Caine, Hall, Sir",0.15266080358448214,-0.028377945577431476,0.16891442246323624,0.1982699615158746
all_documents,f1,Bahá'u'lláh,11,78751,0.22436750934944705,0.032509148460309896,`Abdu'l-Bahá,0.14489240690227423,-0.19185836088913716,0.16891442246323624,1.3282910131506387
all_documents,f1,"Bailey, Arthur Scott",40,109082,0.032062461424863374,0.0327235291762997,"Snell, Roy J. (Roy Judson)",1.0206181223168251,0.0006610677514363242,0.16891442246323624,0.18981482431934835
