rival_mode,window_policy,feature,test_chunk_size,budget_n,design,reference_marks,predicted_n_eff,n_authors,n_chunk_observations,macro_accuracy,macro_accuracy_ci_low,macro_accuracy_ci_high,macro_kl_true,macro_kl_true_ci_low,macro_kl_true_ci_high,macro_margin,macro_margin_ci_low,macro_margin_ci_high
symmetric,random,f1,1000,2000,one_book,4000,1137.3861755636717,19,19540,0.43376742584139166,0.3227281163618982,0.5447414128073776,0.05667128279043634,0.03712089598970404,0.08064795140440291,-0.024064539368555123,-0.042501011835429266,-0.008667086382678853
symmetric,random,f1,1000,2000,two_books,4000,1771.1515337877097,19,19540,0.4908345671971112,0.3813620387743573,0.5935485571994336,0.04501183309205484,0.030546849117492447,0.06180124186335632,-0.013143180982628807,-0.02591343952964181,-0.0021600607270394027
symmetric,random,f1,1000,4000,one_book,8000,1325.8926754860408,18,19180,0.47154782059855677,0.35054073047877166,0.586840868642473,0.04635235163073881,0.030133557467856696,0.06608547475569969,-0.014922649978660996,-0.03099206839878196,-0.0011465617064488642
symmetric,random,f1,1000,4000,two_books,8000,2274.7723511273434,18,19180,0.526358662722187,0.4018809000001103,0.6422041017027856,0.0384493701615236,0.027065314686964246,0.051829374218785626,-0.0069662915297147455,-0.01804536627805718,0.002271396847785621
symmetric,random,f1,2000,500,one_book,1000,613.794846112894,20,9700,0.3720787532779076,0.2883380327385297,0.4511573764607759,0.061280691070952555,0.040143988528711795,0.08563445806330533,-0.03377006654082332,-0.0558652171030508,-0.014412551086565379
symmetric,random,f1,2000,500,two_books,1000,760.68509896574,20,9700,0.43677649474279034,0.3452511255810459,0.5297970971528332,0.05037324304139492,0.03213253697823506,0.07152600393813216,-0.02390292801466286,-0.044624060395274216,-0.007490996803836743
symmetric,random,f1,2000,1000,one_book,2000,885.5757668938548,20,9700,0.4437476651219144,0.3369060346814999,0.5458878818569916,0.05480756399069844,0.03364912936478572,0.07878569662502022,-0.027215986135176385,-0.05051630010877116,-0.007957278200638495
symmetric,random,f1,2000,1000,two_books,2000,1227.589692225788,20,9700,0.5038384474853882,0.3973970901437404,0.6127533051769826,0.04320393004748069,0.027324318528472877,0.06183345008424244,-0.01658382490467392,-0.03500597125331039,-0.001715229281170442
symmetric,random,f1,2000,2000,one_book,4000,1137.3861755636717,18,9460,0.5186799898717525,0.3995386303835797,0.6376063620027835,0.041306277027298284,0.02683464545437445,0.05718405013801736,-0.012377143550798183,-0.025822376075537983,-0.0006185100397519736
symmetric,random,f1,2000,2000,two_books,4000,1771.1515337877097,18,9460,0.5930560095459994,0.477599759207757,0.7063044109347665,0.03386155795318803,0.021514103134242363,0.047631195249428764,-0.005874827579732816,-0.01785817304271912,0.004135871320851215
symmetric,random,f1,2000,4000,one_book,8000,1325.8926754860408,17,9280,0.5639828156224311,0.43657578852970713,0.686906968711935,0.03271529255184071,0.02099751712309439,0.04710367069363108,-0.005437901947173138,-0.018663289348460343,0.005748234780610008
symmetric,random,f1,2000,4000,two_books,8000,2274.7723511273434,17,9280,0.6309777795871043,0.5012303379268768,0.753635795142959,0.02831324373330038,0.018790612217822196,0.0397431596222679,-0.000913301302444453,-0.012014191398119795,0.008016379977394123
symmetric,random,f3,1000,500,one_book,1000,613.794846112894,20,20060,0.41910944809423967,0.334405065894668,0.49932073845359776,0.15196304067159505,0.10975640010608838,0.2002959878989196,-0.05856822107770041,-0.09970581200558859,-0.024323361347872913
symmetric,random,f3,1000,500,two_books,1000,760.68509896574,20,20060,0.46354074885041674,0.3768003090545459,0.5457894300766023,0.13360791987208584,0.09575247319913778,0.1784433283538616,-0.043856068288549696,-0.08403051589377397,-0.012348104517309525
symmetric,random,f3,1000,1000,one_book,2000,885.5757668938548,20,20060,0.47702590892652397,0.37834883788537693,0.5701104438854583,0.14189427630359894,0.09832491263274755,0.19096244996011105,-0.04871951541222695,-0.09266528424845832,-0.012015976817325717
symmetric,random,f3,1000,1000,two_books,2000,1227.589692225788,20,20060,0.5394719722896152,0.44299656743622534,0.625956391135074,0.12045819675001461,0.08400010212692229,0.16181773270394478,-0.029784849597095375,-0.06711542798501005,0.0002979204204850214
symmetric,random,f3,1000,2000,one_book,4000,1137.3861755636717,19,19540,0.5186481481781922,0.40185512218804337,0.6288184592894156,0.13058125243567065,0.09304124037598667,0.17315085416770687,-0.030819385765338117,-0.06340703073209782,-0.004447425910081806
symmetric,random,f3,1000,2000,two_books,4000,1771.1515337877097,19,19540,0.5901595542558558,0.48576991266245545,0.6843473669620281,0.10723562509219509,0.07735216112337381,0.14467881390765017,-0.010991065731201132,-0.03679973349744434,0.00926427637830756
symmetric,random,f3,1000,4000,one_book,8000,1325.8926754860408,18,19180,0.5588942814719992,0.4326728169732865,0.6705564429225065,0.10891664644102013,0.07914388070803412,0.1463110903565058,-0.014736951259575169,-0.04524066784646079,0.009711605999069855
symmetric,random,f3,1000,4000,two_books,8000,2274.7723511273434,18,19180,0.605754816551402,0.47301406825362546,0.7139879102043026,0.09067258365310345,0.07011447878770112,0.11497899279191502,0.0006198010036357177,-0.020244375244099794,0.016464363958923756
symmetric,random,f3,2000,500,one_book,1000,613.794846112894,20,9700,0.462077224691977,0.36687873077017347,0.5519651285921169,0.1365840330582752,0.09682128375997029,0.18074913240385185,-0.04841350223129515,-0.0883723478078236,-0.01478546095019562
symmetric,random,f3,2000,500,two_books,1000,760.68509896574,20,9700,0.5170025258646009,0.4149267529793235,0.6132992968592839,0.11868042365600366,0.08213683094514194,0.16217101967316894,-0.034241284722342655,-0.07581423890817757,-0.0026722030768334248
symmetric,random,f3,2000,1000,one_book,2000,885.5757668938548,20,9700,0.5304157026383494,0.41454374879712585,0.6369567227436209,0.1259672076003162,0.08384419584812627,0.17435474052314454,-0.03809990664578423,-0.0840602852183108,-0.0023566385806688007
symmetric,random,f3,2000,1000,two_books,2000,1227.589692225788,20,9700,0.6091673857154795,0.49795615021778517,0.7090424908354078,0.10402530333399698,0.06948408628709825,0.14430803945092896,-0.019034613585700313,-0.05648980472867655,0.009842441270667135
symmetric,random,f3,2000,2000,one_book,4000,1137.3861755636717,18,9460,0.6092701389737182,0.4878690709740778,0.7198782429951681,0.1007758703134885,0.07099670812255864,0.13394716730687758,-0.009497635988292789,-0.03559053146208518,0.01230056309178916
symmetric,random,f3,2000,2000,two_books,4000,1771.1515337877097,18,9460,0.6907715349520549,0.5854106104497943,0.7900170880696329,0.08495915339980138,0.05790134603900144,0.11787313747446831,0.0023390983391267223,-0.020544721868737972,0.021373292716965312
symmetric,random,f3,2000,4000,one_book,8000,1325.8926754860408,17,9280,0.6684660235826508,0.5367297056842605,0.7841846903009281,0.08023963216875027,0.056647182407671325,0.10888817864588693,0.003589646077795769,-0.020962783111667136,0.02423296143532998
symmetric,random,f3,2000,4000,two_books,8000,2274.7723511273434,17,9280,0.7165933767464071,0.5948949451067963,0.829336662327515,0.06894756563965747,0.050606454700263315,0.09027957467842342,0.012298778007795004,-0.008124074384177404,0.02848529756926477
